target,pred,prob,entropy,free_energy,accept_entropy,accept_free_energy
1,1,0.9150679707527161,0.290652871131897,0.14688750803470613,True,True
0,1,0.8972026109695435,0.33118635416030884,2.3412325978279114,True,False
1,1,0.5052201151847839,0.6930927038192749,0.8213796138763427,False,False
0,0,0.4564560055732727,0.6893502473831177,0.7475147008895874,False,True
1,1,0.9899126291275024,0.05640261992812157,0.021419117599725722,True,True
1,1,0.9868316650390625,0.0700993463397026,0.027275675907731056,True,True
1,1,0.9958375096321106,0.026971086859703064,0.009565395116806031,True,True
1,1,0.9969812631607056,0.02053164504468441,0.0071296314243227245,True,True
1,1,0.9094842672348022,0.30372941493988037,0.1556234613060951,True,True
0,0,0.4788605272769928,0.6922531127929688,0.7901881337165833,False,False
1,1,0.9824169874191284,0.08847733587026596,0.035434897243976596,True,True
1,1,0.9770223498344421,0.10941164940595627,0.04512808173894882,True,True
1,1,0.9780483245849609,0.1055404543876648,0.043304288759827614,True,True
1,1,0.9942952990531921,0.03516152501106262,0.01275333994999528,True,True
1,1,0.5325937867164612,0.6910209655761719,0.7682004928588867,False,True
1,1,0.9149608612060547,0.2909073829650879,0.14705546647310258,True,True
1,1,0.9668331146240234,0.14558382332324982,0.06284614279866219,True,True
1,1,0.6740291714668274,0.6312884092330933,0.5207395792007447,True,True
1,1,0.9989169239997864,0.008477668277919292,0.0027791966218501333,True,True
0,1,0.5005910992622375,0.6931464672088623,0.8329593896865845,False,False
0,0,0.46757563948631287,0.6910430192947388,0.7685230731964111,False,True
1,1,0.9692376255989075,0.13738234341144562,0.058721938729286195,True,True
1,1,0.5066324472427368,0.6930592060089111,0.8185813307762146,False,False
1,1,0.848342776298523,0.4255729913711548,0.2495851069688797,True,True
1,1,0.8269928693771362,0.46062248945236206,0.28208371102809904,True,True
0,0,0.4592718482017517,0.6898259520530701,0.7528037905693055,False,True
1,1,0.9906455874443054,0.05301345884799957,0.020001131668686868,True,True
0,0,0.4781469702720642,0.6921917796134949,0.7888076424598693,False,False
0,0,0.474478155374527,0.6918438673019409,0.7817322492599488,False,False
1,1,0.9923166036605835,0.04506189748644829,0.016725444979965687,True,True
0,0,0.46519097685813904,0.690721869468689,0.7639899849891663,False,True
1,1,0.710192084312439,0.6019796133041382,0.46261572241783144,True,True
1,1,0.9704698324203491,0.13310517370700836,0.05659599639475346,True,True
1,1,0.8699826002120972,0.38641977310180664,0.2165660172700882,True,True
1,1,0.9860336184501648,0.073520228266716,0.028768874518573285,True,True
1,1,0.942395806312561,0.2203238308429718,0.10339468196034432,True,True
0,0,0.46177196502685547,0.6902215480804443,0.7575172901153564,False,True
1,1,0.7984433174133301,0.50255286693573,0.3256018817424774,True,True
0,1,0.8619562387466431,0.40139639377593994,2.0604638338088987,True,False
0,0,0.4736756384372711,0.6917605400085449,0.7801896452903747,False,False
1,1,0.9656636118888855,0.14950686693191528,0.06484110578894615,True,True
0,1,0.5224050283432007,0.6921428442001343,0.8774207830429077,False,False
0,0,0.46431857347488403,0.690598726272583,0.7623354077339173,False,True
0,0,0.4544743597507477,0.6889963150024414,0.7438046932220459,True,True
0,1,0.567905068397522,0.6838964223861694,0.975889241695404,True,False
1,1,0.9586701393127441,0.1721477210521698,0.07663776874542236,True,True
0,0,0.4607924520969391,0.6900695562362671,0.7556685924530029,False,True
1,1,0.9916064143180847,0.04848200082778931,0.018125410564243792,True,True
1,1,0.9429816007614136,0.21868346631526947,0.10244520083069802,True,True
1,1,0.7666757702827454,0.5432619452476501,0.37434366941452024,True,True
0,1,0.7107265591621399,0.6014998555183411,1.3606828808784486,True,False
1,1,0.9182523488998413,0.2830171287059784,0.1418864592909813,True,True
0,0,0.4732434153556824,0.6917146444320679,0.7793596506118774,False,False
1,1,0.9920762181282043,0.04622665047645569,0.017200671695172788,True,True
0,1,0.555004358291626,0.6870839595794678,0.9471075654029846,True,False
0,0,0.4787600040435791,0.6922446489334106,0.7899936199188232,False,False
1,1,0.9462422132492065,0.20943455398082733,0.09714361280202866,True,True
0,0,0.4578908085823059,0.6895965933799744,0.7502071380615234,False,True
0,0,0.45639878511428833,0.6893402338027954,0.7474074363708496,False,True
1,1,0.9344487190246582,0.24197641015052795,0.11619380712509156,True,True
0,0,0.46140655875205994,0.6901652812957764,0.7568273782730103,False,True
0,0,0.46836552023887634,0.6911443471908569,0.770028030872345,False,False
0,0,0.4579388499259949,0.6896046996116638,0.7502973914146424,False,True
1,0,0.47145575284957886,0.6915167570114136,0.8902333498001098,False,False
1,1,0.9465449452400208,0.20856541395187378,0.09664990529417991,True,True
1,1,0.9861456155776978,0.07304299622774124,0.028559851460158825,True,True
0,1,0.6434358358383179,0.6514157056808472,1.161524200439453,True,False
0,1,0.9833868145942688,0.08454790711402893,4.114468079805374,True,False
0,1,0.5169658660888672,0.6925714015960693,0.8661822080612183,False,False
0,0,0.45976465940475464,0.6899059414863586,0.753731620311737,False,True
1,1,0.9633792042732239,0.1570519655942917,0.06871856451034547,True,True
0,0,0.49725213646888733,0.6931320428848267,0.8262928247451782,False,False
0,0,0.48417648673057556,0.6926463842391968,0.8005199193954468,False,False
1,1,0.9382373094558716,0.23179031908512115,0.11011043190956116,True,True
1,1,0.9757715463638306,0.11406789720058441,0.047340371087193495,True,True
1,1,0.9474408030509949,0.20598278939723969,0.09518738016486168,True,True
1,1,0.5201863050460815,0.6923319697380066,0.7920346617698669,False,False
0,0,0.4603891372680664,0.6900057792663574,0.7549081563949585,False,True
0,0,0.4698790907859802,0.6913315653800964,0.7729164838790894,False,False
1,1,0.9311744570732117,0.25059032440185547,0.12142670005559922,True,True
1,1,0.9604465365409851,0.16652242839336395,0.07366144582629204,True,True
1,1,0.9744715690612793,0.11883708834648132,0.04962735287845135,True,True
1,1,0.9786676168441772,0.1031801700592041,0.04219924174249172,True,True
0,0,0.47575801610946655,0.6919713616371155,0.7841961741447449,False,False
0,0,0.4588190019130707,0.6897516250610352,0.7519518971443176,False,True
0,0,0.4652256369590759,0.6907267570495605,0.7640557527542114,False,True
0,0,0.47763577103614807,0.6921464800834656,0.7878193974494934,False,False
1,0,0.49311479926109314,0.693052351474762,0.8456237196922303,False,False
1,0,0.48038309812545776,0.6923773288726807,0.8716468095779419,False,False
0,0,0.47472554445266724,0.6918690204620361,0.7822081565856933,False,False
1,1,0.9512179493904114,0.1949133276939392,0.08899472877383233,True,True
0,1,0.5196048021316528,0.6923782825469971,0.87162184715271,False,False
1,1,0.8653796911239624,0.39507627487182617,0.22360217571258545,True,True
0,1,0.6190877556800842,0.6645089387893677,1.098088026046753,True,False
1,1,0.9712579846382141,0.13034170866012573,0.05523149743676185,True,True
1,1,0.9216052293777466,0.27483120560646057,0.13660455495119095,True,True
1,1,0.6238964796066284,0.6621243953704834,0.6041957020759583,True,True
0,0,0.4525909423828125,0.6886452436447144,0.7402880191802979,True,True
0,0,0.46322327852249146,0.6904397010803223,0.7602610111236572,False,True
1,1,0.9322733879089355,0.24771828949451447,0.11967282891273498,True,True
1,1,0.9687064290046692,0.13921037316322327,0.05963575094938278,True,True
1,1,0.9738906621932983,0.12094607949256897,0.050645454600453374,True,True
1,1,0.6770431995391846,0.6290781497955322,0.5158358216285706,True,True
0,1,0.977861762046814,0.10624797642230988,3.831698480248451,True,False
1,1,0.9683389663696289,0.140469491481781,0.06026698052883148,True,True
1,1,0.9925925135612488,0.04371565207839012,0.016178188659250737,True,True
0,0,0.4606638550758362,0.6900492906570435,0.7554261207580566,False,True
0,0,0.4661095142364502,0.6908482313156128,0.7657341957092285,False,True
1,1,0.6011064052581787,0.6725605130195618,0.6434954166412353,True,True
0,1,0.8989647030830383,0.32735180854797363,2.3577558040618896,True,False
1,1,0.61274254322052,0.6675055027008057,0.6233115077018738,True,True
1,1,0.9947627782821655,0.03272917494177818,0.011796818859875203,True,True
0,1,0.9638112187385559,0.15563669800758362,3.3501335442066194,True,False
1,1,0.9047877192497253,0.3144340515136719,0.16294173747301102,True,True
0,1,0.7881163358688354,0.5164417028427124,1.655006217956543,True,False
1,1,0.7569634318351746,0.5545548796653748,0.3893513023853302,True,True
1,1,0.8661890029907227,0.3935675621032715,0.22236565351486207,True,True
1,1,0.869586169719696,0.3871725797653198,0.21717236042022706,True,True
0,0,0.4547497630119324,0.6890463829040527,0.74431973695755,True,True
0,0,0.470615953207016,0.6914193630218506,0.7743250370025635,False,False
1,1,0.9883509874343872,0.06344851106405258,0.024407096207141876,True,True
1,1,0.9339061975479126,0.24341556429862976,0.11706238836050034,True,True
1,1,0.8766716122627258,0.37350451946258545,0.2063237100839615,True,True
0,1,0.6855107545852661,0.6226456165313721,1.2813345193862915,True,False
1,1,0.9780499339103699,0.10553434491157532,0.04330142214894295,True,True
0,0,0.46641531586647034,0.6908895969390869,0.7663153290748597,False,True
0,0,0.47165435552597046,0.6915393471717834,0.7763124704360962,False,False
1,1,0.9028922915458679,0.3186810612678528,0.16588822454214097,True,True
0,1,0.7087157964706421,0.6032975912094116,1.3541154146194458,True,False
1,1,0.7354880571365356,0.5777235627174377,0.4227656781673431,True,True
1,1,0.9407622218132019,0.22486506402492523,0.1060378707945347,True,True
0,0,0.4870884418487549,0.6928136944770813,0.8062145709991455,False,False
1,1,0.5467098355293274,0.6887772083282471,0.7415925145149231,True,True
0,1,0.9510276913642883,0.19547806680202484,3.0555958479642866,True,False
1,1,0.9626647233963013,0.15938100218772888,0.06992628574371337,True,True
1,1,0.798022449016571,0.5031316876411438,0.3262448936700821,True,True
0,1,0.866083025932312,0.3937654495239258,2.089288330078125,True,False
1,1,0.9721196889877319,0.1272948831319809,0.05373532138764858,True,True
1,1,0.9702104330062866,0.13400991261005402,0.057044272869825365,True,True
0,0,0.46970659494400024,0.6913106441497803,0.772586977481842,False,False
1,1,0.9681641459465027,0.14106696844100952,0.06056702584028244,True,True
1,1,0.8040366172790527,0.49475526809692383,0.3170615255832672,True,True
0,1,0.5920788645744324,0.6760929822921753,1.0319000244140626,True,False
0,0,0.45397353172302246,0.6889042854309082,0.7428686738014221,True,True
0,0,0.4616658091545105,0.6902052760124207,0.7573168039321899,False,True
0,1,0.6499752402305603,0.6474619507789612,1.179243791103363,True,False
0,0,0.46749430894851685,0.6910324692726135,0.7683681964874267,False,True
0,0,0.47325944900512695,0.6917164325714111,0.7793904662132263,False,False
1,1,0.5647624731063843,0.6847351789474487,0.708297073841095,True,True
1,1,0.9301311373710632,0.2532995939254761,0.12308961302042007,True,True
0,0,0.4548342823982239,0.6890617609024048,0.7444778442382812,True,True
1,1,0.9155324697494507,0.28954726457595825,0.1461588978767395,True,True
0,0,0.4607575833797455,0.6900640726089478,0.7556029438972474,False,True
1,1,0.8155104517936707,0.47813335061073303,0.29956771731376647,True,True
1,1,0.9643519520759583,0.15385772287845612,0.06707050129771233,True,True
1,1,0.9725105166435242,0.12590400874614716,0.05305519141256809,True,True
1,1,0.9830158948898315,0.08605737239122391,0.034341463819146156,True,True
1,1,0.7183829545974731,0.5944740772247314,0.44964730739593506,True,True
1,1,0.892546534538269,0.34115785360336304,0.18190820068120955,True,True
1,1,0.834942638874054,0.4479617774486542,0.26998460590839385,True,True
0,1,0.6002459526062012,0.6729118824005127,1.051488196849823,True,False
0,1,0.558437168598175,0.6863017082214355,0.9546953082084656,True,False
1,1,0.9957491159439087,0.027454324066638947,0.009750809706747531,True,True
1,1,0.9834898114204407,0.084127277135849,0.03347345553338528,True,True
0,0,0.4625834822654724,0.6903445720672607,0.7590507864952087,False,True
0,1,0.8010458946228027,0.4989490807056427,1.7144709408283234,True,False
0,1,0.6093436479568481,0.6690407991409302,1.0737351417541503,True,False
1,1,0.9500097036361694,0.19848665595054626,0.09098041132092477,True,True
1,1,0.5271151661872864,0.6916760206222534,0.7786714196205139,False,False
1,1,0.9755164980888367,0.11500910669565201,0.04779002778232098,True,True
1,1,0.81725013256073,0.4755377173423767,0.29691762030124663,True,True
1,1,0.5665382146835327,0.684266209602356,0.7050639629364014,True,True
1,1,0.9796854853630066,0.09926062822341919,0.04037581719458103,True,True
1,1,0.9989743232727051,0.008084260858595371,0.0026430552126839755,True,True
0,1,0.5033333897590637,0.6931248903274536,0.8384612321853637,False,False
1,1,0.5283348560333252,0.6915405988693237,0.7763331055641174,False,False
1,1,0.5679804086685181,0.6838757991790771,0.7024435043334961,True,True
0,1,0.5635000467300415,0.6850608587265015,0.9659791469573975,True,False
1,1,0.8214552998542786,0.46917957067489624,0.2905136734247208,True,True
0,0,0.476172536611557,0.6920112371444702,0.7849952220916748,False,False
1,1,0.9016937017440796,0.3213455080986023,0.1677494928240776,True,True
1,1,0.9485772848129272,0.2026832103729248,0.09332865476608276,True,True
1,1,0.9444543123245239,0.21453118324279785,0.10005420148372651,True,True
1,1,0.7624882459640503,0.5481947660446167,0.3808071255683899,True,True
1,1,0.9738022685050964,0.12126582115888596,0.050800169631838796,True,True
0,0,0.4934901297092438,0.693062424659729,0.8188239097595215,False,False
